Time,PACU_VAV_BOT:DesPer 1:Des Heat Mass Flow [kg/s],PACU_VAV_BOT:DesPer 1:Des Heat Cap [W],PACU_VAV_BOT:DesPer 1:Des Cool Mass Flow [kg/s],PACU_VAV_BOT:DesPer 1:Des Sens Cool Cap [W],PACU_VAV_BOT:DesPer 1:Des Tot Cool Cap [W],PACU_VAV_BOT:DesPer 2:Des Heat Mass Flow [kg/s],PACU_VAV_BOT:DesPer 2:Des Heat Cap [W],PACU_VAV_BOT:DesPer 2:Des Cool Mass Flow [kg/s],PACU_VAV_BOT:DesPer 2:Des Sens Cool Cap [W],PACU_VAV_BOT:DesPer 2:Des Tot Cool Cap [W],PACU_VAV_MID:DesPer 1:Des Heat Mass Flow [kg/s],PACU_VAV_MID:DesPer 1:Des Heat Cap [W],PACU_VAV_MID:DesPer 1:Des Cool Mass Flow [kg/s],PACU_VAV_MID:DesPer 1:Des Sens Cool Cap [W],PACU_VAV_MID:DesPer 1:Des Tot Cool Cap [W],PACU_VAV_MID:DesPer 2:Des Heat Mass Flow [kg/s],PACU_VAV_MID:DesPer 2:Des Heat Cap [W],PACU_VAV_MID:DesPer 2:Des Cool Mass Flow [kg/s],PACU_VAV_MID:DesPer 2:Des Sens Cool Cap [W],PACU_VAV_MID:DesPer 2:Des Tot Cool Cap [W],PACU_VAV_TOP:DesPer 1:Des Heat Mass Flow [kg/s],PACU_VAV_TOP:DesPer 1:Des Heat Cap [W],PACU_VAV_TOP:DesPer 1:Des Cool Mass Flow [kg/s],PACU_VAV_TOP:DesPer 1:Des Sens Cool Cap [W],PACU_VAV_TOP:DesPer 1:Des Tot Cool Cap [W],PACU_VAV_TOP:DesPer 2:Des Heat Mass Flow [kg/s],PACU_VAV_TOP:DesPer 2:Des Heat Cap [W],PACU_VAV_TOP:DesPer 2:Des Cool Mass Flow [kg/s],PACU_VAV_TOP:DesPer 2:Des Sens Cool Cap [W],PACU_VAV_TOP:DesPer 2:Des Tot Cool Cap [W]
02:45:00,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,2.029645E+00,2.054224E+04,4.281264E+03,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,9.039611E-01,6.495633E+03,0.000000E+00,8.793472E-01,2.712712E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,8.633542E-01,6.203842E+03,0.000000E+00
03:00:00,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,2.038269E+00,2.053431E+04,4.256674E+03,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,9.109659E-01,6.444359E+03,0.000000E+00,8.892905E-01,2.743386E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,8.633542E-01,6.107544E+03,0.000000E+00
03:15:00,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,2.046690E+00,2.052353E+04,4.230366E+03,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,9.177357E-01,6.389886E+03,0.000000E+00,8.989452E-01,2.773170E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,8.633542E-01,6.011246E+03,0.000000E+00
03:30:00,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,2.054932E+00,2.051025E+04,4.202580E+03,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,9.242991E-01,6.332489E+03,0.000000E+00,9.084253E-01,2.802416E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,8.633542E-01,5.914948E+03,0.000000E+00
03:45:00,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,2.063015E+00,2.049475E+04,4.173417E+03,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,9.306775E-01,6.272382E+03,0.000000E+00,9.177397E-01,2.831150E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,8.633542E-01,5.818650E+03,0.000000E+00
04:00:00,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,2.070951E+00,2.047721E+04,4.142995E+03,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,9.368867E-01,6.209729E+03,0.000000E+00,9.267391E-01,2.858912E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,8.633542E-01,5.722352E+03,0.000000E+00
04:15:00,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,2.078752E+00,2.050057E+04,4.154690E+03,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,9.429380E-01,6.179721E+03,0.000000E+00,9.354918E-01,2.885914E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,8.633542E-01,5.658154E+03,0.000000E+00
04:30:00,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,2.086424E+00,2.052213E+04,4.165257E+03,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,9.488409E-01,6.147851E+03,0.000000E+00,9.440225E-01,2.912230E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,8.633542E-01,5.593955E+03,0.000000E+00
04:45:00,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,2.093974E+00,2.054199E+04,4.174774E+03,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,9.546028E-01,6.114201E+03,0.000000E+00,9.523508E-01,2.937922E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,8.633542E-01,5.529757E+03,0.000000E+00
05:00:00,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,2.101407E+00,2.056022E+04,4.183232E+03,8.633542E-01,2.663375E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,9.602303E-01,6.078842E+03,0.000000E+00,9.604979E-01,2.963055E+04,8.633542E-01,0.000000E+00,0.000000E+00,8.633542E-01,0.000000E+00,8.633542E-01,5.465558E+03,0.000000E+00
