day,hour,minute,time_str,outdoor_temp,avg_indoor_temp,electric_power_kw,cumulative_kwh,avg_pmv,comfort_violated,total_occupancy,cooling_setpoint,heating_setpoint,run_mode,temp_PLENUM-1,humidity_PLENUM-1,pmv_PLENUM-1,power_PLENUM-1,kwh_PLENUM-1,occ_PLENUM-1,temp_SPACE1-1,humidity_SPACE1-1,pmv_SPACE1-1,power_SPACE1-1,kwh_SPACE1-1,occ_SPACE1-1,temp_SPACE2-1,humidity_SPACE2-1,pmv_SPACE2-1,power_SPACE2-1,kwh_SPACE2-1,occ_SPACE2-1,temp_SPACE3-1,humidity_SPACE3-1,pmv_SPACE3-1,power_SPACE3-1,kwh_SPACE3-1,occ_SPACE3-1,temp_SPACE4-1,humidity_SPACE4-1,pmv_SPACE4-1,power_SPACE4-1,kwh_SPACE4-1,occ_SPACE4-1,temp_SPACE5-1,humidity_SPACE5-1,pmv_SPACE5-1,power_SPACE5-1,kwh_SPACE5-1,occ_SPACE5-1
9,16,30,Day 09 16:30,18.45,22.8,17.9,969.15,-0.04,False,45.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.98,161.53,0,22.5,43.9,-0.09,2.98,161.53,9,23.1,43.9,0.01,2.98,161.53,9,22.5,43.9,-0.09,2.98,161.53,9,23.1,43.9,0.01,2.98,161.53,9,22.5,43.9,-0.09,2.98,161.53,9
9,16,45,Day 09 16:45,18.23,22.8,17.9,973.63,-0.04,False,45.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.98,162.27,0,22.5,43.9,-0.09,2.98,162.27,9,23.1,43.9,0.01,2.98,162.27,9,22.5,43.9,-0.09,2.98,162.27,9,23.1,43.9,0.01,2.98,162.27,9,22.5,43.9,-0.09,2.98,162.27,9
9,16,60,Day 09 16:60,18.0,22.8,17.9,978.1,-0.04,False,45.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.98,163.02,0,22.5,43.9,-0.09,2.98,163.02,9,23.1,43.9,0.01,2.98,163.02,9,22.5,43.9,-0.09,2.98,163.02,9,23.1,43.9,0.01,2.98,163.02,9,22.5,43.9,-0.09,2.98,163.02,9
9,17,15,Day 09 17:15,17.75,22.8,17.9,982.58,-0.04,False,45.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.98,163.76,0,22.5,43.9,-0.09,2.98,163.76,9,23.1,43.9,0.01,2.98,163.76,9,22.5,43.9,-0.09,2.98,163.76,9,23.1,43.9,0.01,2.98,163.76,9,22.5,43.9,-0.09,2.98,163.76,9
9,17,30,Day 09 17:30,17.5,22.8,17.9,987.05,-0.04,False,45.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.98,164.51,0,22.5,43.9,-0.09,2.98,164.51,9,23.1,43.9,0.01,2.98,164.51,9,22.5,43.9,-0.09,2.98,164.51,9,23.1,43.9,0.01,2.98,164.51,9,22.5,43.9,-0.09,2.98,164.51,9
9,17,45,Day 09 17:45,17.25,22.8,17.9,991.53,-0.04,False,45.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.98,165.25,0,22.5,43.9,-0.09,2.98,165.25,9,23.1,43.9,0.01,2.98,165.25,9,22.5,43.9,-0.09,2.98,165.25,9,23.1,43.9,0.01,2.98,165.25,9,22.5,43.9,-0.09,2.98,165.25,9
9,17,60,Day 09 17:60,17.0,22.8,17.9,996.0,-0.04,False,45.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.98,166.0,0,22.5,43.9,-0.09,2.98,166.0,9,23.1,43.9,0.01,2.98,166.0,9,22.5,43.9,-0.09,2.98,166.0,9,23.1,43.9,0.01,2.98,166.0,9,22.5,43.9,-0.09,2.98,166.0,9
9,18,15,Day 09 18:15,16.77,22.8,14.3,999.58,-0.04,False,15.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.38,166.6,0,22.5,43.9,-0.09,2.38,166.6,3,23.1,43.9,0.01,2.38,166.6,3,22.5,43.9,-0.09,2.38,166.6,3,23.1,43.9,0.01,2.38,166.6,3,22.5,43.9,-0.09,2.38,166.6,3
9,18,38,Day 09 18:38,16.55,22.8,14.3,1003.15,-0.04,False,15.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.38,167.19,0,22.5,43.9,-0.09,2.38,167.19,3,23.1,43.9,0.01,2.38,167.19,3,22.5,43.9,-0.09,2.38,167.19,3,23.1,43.9,0.01,2.38,167.19,3,22.5,43.9,-0.09,2.38,167.19,3
9,18,53,Day 09 18:53,16.33,22.8,14.3,1006.73,-0.04,False,15.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.38,167.79,0,22.5,43.9,-0.09,2.38,167.79,3,23.1,43.9,0.01,2.38,167.79,3,22.5,43.9,-0.09,2.38,167.79,3,23.1,43.9,0.01,2.38,167.79,3,22.5,43.9,-0.09,2.38,167.79,3
9,18,60,Day 09 18:60,16.1,22.8,14.3,1010.3,-0.04,False,15.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.38,168.38,0,22.5,43.9,-0.09,2.38,168.38,3,23.1,43.9,0.01,2.38,168.38,3,22.5,43.9,-0.09,2.38,168.38,3,23.1,43.9,0.01,2.38,168.38,3,22.5,43.9,-0.09,2.38,168.38,3
9,19,15,Day 09 19:15,15.95,22.8,12.5,1013.43,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,168.9,0,22.5,43.9,-0.09,2.08,168.9,0,23.1,43.9,0.01,2.08,168.9,0,22.5,43.9,-0.09,2.08,168.9,0,23.1,43.9,0.01,2.08,168.9,0,22.5,43.9,-0.09,2.08,168.9,0
9,19,38,Day 09 19:38,15.8,22.8,12.5,1016.55,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,169.43,0,22.5,43.9,-0.09,2.08,169.43,0,23.1,43.9,0.01,2.08,169.43,0,22.5,43.9,-0.09,2.08,169.43,0,23.1,43.9,0.01,2.08,169.43,0,22.5,43.9,-0.09,2.08,169.43,0
9,19,53,Day 09 19:53,15.65,22.8,12.5,1019.68,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,169.95,0,22.5,43.9,-0.09,2.08,169.95,0,23.1,43.9,0.01,2.08,169.95,0,22.5,43.9,-0.09,2.08,169.95,0,23.1,43.9,0.01,2.08,169.95,0,22.5,43.9,-0.09,2.08,169.95,0
9,19,68,Day 09 19:68,15.5,22.8,12.5,1022.8,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,170.47,0,22.5,43.9,-0.09,2.08,170.47,0,23.1,43.9,0.01,2.08,170.47,0,22.5,43.9,-0.09,2.08,170.47,0,23.1,43.9,0.01,2.08,170.47,0,22.5,43.9,-0.09,2.08,170.47,0
9,20,23,Day 09 20:23,15.38,22.8,12.5,1025.93,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,170.99,0,22.5,43.9,-0.09,2.08,170.99,0,23.1,43.9,0.01,2.08,170.99,0,22.5,43.9,-0.09,2.08,170.99,0,23.1,43.9,0.01,2.08,170.99,0,22.5,43.9,-0.09,2.08,170.99,0
9,20,38,Day 09 20:38,15.25,22.8,12.5,1029.05,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,171.51,0,22.5,43.9,-0.09,2.08,171.51,0,23.1,43.9,0.01,2.08,171.51,0,22.5,43.9,-0.09,2.08,171.51,0,23.1,43.9,0.01,2.08,171.51,0,22.5,43.9,-0.09,2.08,171.51,0
9,20,45,Day 09 20:45,15.12,22.8,12.5,1032.18,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,172.03,0,22.5,43.9,-0.09,2.08,172.03,0,23.1,43.9,0.01,2.08,172.03,0,22.5,43.9,-0.09,2.08,172.03,0,23.1,43.9,0.01,2.08,172.03,0,22.5,43.9,-0.09,2.08,172.03,0
9,20,60,Day 09 20:60,15.0,22.8,12.5,1035.3,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,172.55,0,22.5,43.9,-0.09,2.08,172.55,0,23.1,43.9,0.01,2.08,172.55,0,22.5,43.9,-0.09,2.08,172.55,0,23.1,43.9,0.01,2.08,172.55,0,22.5,43.9,-0.09,2.08,172.55,0
9,21,15,Day 09 21:15,14.85,22.8,12.5,1038.43,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,173.07,0,22.5,43.9,-0.09,2.08,173.07,0,23.1,43.9,0.01,2.08,173.07,0,22.5,43.9,-0.09,2.08,173.07,0,23.1,43.9,0.01,2.08,173.07,0,22.5,43.9,-0.09,2.08,173.07,0
9,21,30,Day 09 21:30,14.7,22.8,12.5,1041.55,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,173.59,0,22.5,43.9,-0.09,2.08,173.59,0,23.1,43.9,0.01,2.08,173.59,0,22.5,43.9,-0.09,2.08,173.59,0,23.1,43.9,0.01,2.08,173.59,0,22.5,43.9,-0.09,2.08,173.59,0
9,21,45,Day 09 21:45,14.55,22.8,12.5,1044.68,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,174.11,0,22.5,43.9,-0.09,2.08,174.11,0,23.1,43.9,0.01,2.08,174.11,0,22.5,43.9,-0.09,2.08,174.11,0,23.1,43.9,0.01,2.08,174.11,0,22.5,43.9,-0.09,2.08,174.11,0
9,21,60,Day 09 21:60,14.4,22.8,12.5,1047.8,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,174.63,0,22.5,43.9,-0.09,2.08,174.63,0,23.1,43.9,0.01,2.08,174.63,0,22.5,43.9,-0.09,2.08,174.63,0,23.1,43.9,0.01,2.08,174.63,0,22.5,43.9,-0.09,2.08,174.63,0
9,22,15,Day 09 22:15,14.3,22.8,12.5,1050.93,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,175.15,0,22.5,43.9,-0.09,2.08,175.15,0,23.1,43.9,0.01,2.08,175.15,0,22.5,43.9,-0.09,2.08,175.15,0,23.1,43.9,0.01,2.08,175.15,0,22.5,43.9,-0.09,2.08,175.15,0
9,22,30,Day 09 22:30,14.2,22.8,12.5,1054.05,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,175.68,0,22.5,43.9,-0.09,2.08,175.68,0,23.1,43.9,0.01,2.08,175.68,0,22.5,43.9,-0.09,2.08,175.68,0,23.1,43.9,0.01,2.08,175.68,0,22.5,43.9,-0.09,2.08,175.68,0
9,22,45,Day 09 22:45,14.1,22.8,12.5,1057.18,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,176.2,0,22.5,43.9,-0.09,2.08,176.2,0,23.1,43.9,0.01,2.08,176.2,0,22.5,43.9,-0.09,2.08,176.2,0,23.1,43.9,0.01,2.08,176.2,0,22.5,43.9,-0.09,2.08,176.2,0
9,22,60,Day 09 22:60,14.0,22.8,12.5,1060.3,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,176.72,0,22.5,43.9,-0.09,2.08,176.72,0,23.1,43.9,0.01,2.08,176.72,0,22.5,43.9,-0.09,2.08,176.72,0,23.1,43.9,0.01,2.08,176.72,0,22.5,43.9,-0.09,2.08,176.72,0
9,23,15,Day 09 23:15,13.93,22.8,12.5,1063.43,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,177.24,0,22.5,43.9,-0.09,2.08,177.24,0,23.1,43.9,0.01,2.08,177.24,0,22.5,43.9,-0.09,2.08,177.24,0,23.1,43.9,0.01,2.08,177.24,0,22.5,43.9,-0.09,2.08,177.24,0
9,23,30,Day 09 23:30,13.85,22.8,12.5,1066.55,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,177.76,0,22.5,43.9,-0.09,2.08,177.76,0,23.1,43.9,0.01,2.08,177.76,0,22.5,43.9,-0.09,2.08,177.76,0,23.1,43.9,0.01,2.08,177.76,0,22.5,43.9,-0.09,2.08,177.76,0
9,23,45,Day 09 23:45,13.77,22.8,12.5,1069.68,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,178.28,0,22.5,43.9,-0.09,2.08,178.28,0,23.1,43.9,0.01,2.08,178.28,0,22.5,43.9,-0.09,2.08,178.28,0,23.1,43.9,0.01,2.08,178.28,0,22.5,43.9,-0.09,2.08,178.28,0
9,23,60,Day 09 23:60,13.7,22.8,12.5,1072.8,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,178.8,0,22.5,43.9,-0.09,2.08,178.8,0,23.1,43.9,0.01,2.08,178.8,0,22.5,43.9,-0.09,2.08,178.8,0,23.1,43.9,0.01,2.08,178.8,0,22.5,43.9,-0.09,2.08,178.8,0
10,0,15,Day 10 00:15,13.6,22.8,12.5,1075.93,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,179.32,0,22.5,43.9,-0.09,2.08,179.32,0,23.1,43.9,0.01,2.08,179.32,0,22.5,43.9,-0.09,2.08,179.32,0,23.1,43.9,0.01,2.08,179.32,0,22.5,43.9,-0.09,2.08,179.32,0
10,0,30,Day 10 00:30,13.5,22.8,12.5,1079.05,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,179.84,0,22.5,43.9,-0.09,2.08,179.84,0,23.1,43.9,0.01,2.08,179.84,0,22.5,43.9,-0.09,2.08,179.84,0,23.1,43.9,0.01,2.08,179.84,0,22.5,43.9,-0.09,2.08,179.84,0
10,0,45,Day 10 00:45,13.4,22.8,12.5,1082.18,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,180.36,0,22.5,43.9,-0.09,2.08,180.36,0,23.1,43.9,0.01,2.08,180.36,0,22.5,43.9,-0.09,2.08,180.36,0,23.1,43.9,0.01,2.08,180.36,0,22.5,43.9,-0.09,2.08,180.36,0
10,0,60,Day 10 00:60,13.3,22.8,12.5,1085.3,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,180.88,0,22.5,43.9,-0.09,2.08,180.88,0,23.1,43.9,0.01,2.08,180.88,0,22.5,43.9,-0.09,2.08,180.88,0,23.1,43.9,0.01,2.08,180.88,0,22.5,43.9,-0.09,2.08,180.88,0
10,1,15,Day 10 01:15,13.2,22.8,12.5,1088.43,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,181.4,0,22.5,43.9,-0.09,2.08,181.4,0,23.1,43.9,0.01,2.08,181.4,0,22.5,43.9,-0.09,2.08,181.4,0,23.1,43.9,0.01,2.08,181.4,0,22.5,43.9,-0.09,2.08,181.4,0
10,1,30,Day 10 01:30,13.1,22.8,12.5,1091.55,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,181.93,0,22.5,43.9,-0.09,2.08,181.93,0,23.1,43.9,0.01,2.08,181.93,0,22.5,43.9,-0.09,2.08,181.93,0,23.1,43.9,0.01,2.08,181.93,0,22.5,43.9,-0.09,2.08,181.93,0
10,1,45,Day 10 01:45,13.0,22.8,12.5,1094.68,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,182.45,0,22.5,43.9,-0.09,2.08,182.45,0,23.1,43.9,0.01,2.08,182.45,0,22.5,43.9,-0.09,2.08,182.45,0,23.1,43.9,0.01,2.08,182.45,0,22.5,43.9,-0.09,2.08,182.45,0
10,1,60,Day 10 01:60,12.9,22.8,12.5,1097.8,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,182.97,0,22.5,43.9,-0.09,2.08,182.97,0,23.1,43.9,0.01,2.08,182.97,0,22.5,43.9,-0.09,2.08,182.97,0,23.1,43.9,0.01,2.08,182.97,0,22.5,43.9,-0.09,2.08,182.97,0
10,2,15,Day 10 02:15,12.83,22.8,12.5,1100.93,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,183.49,0,22.5,43.9,-0.09,2.08,183.49,0,23.1,43.9,0.01,2.08,183.49,0,22.5,43.9,-0.09,2.08,183.49,0,23.1,43.9,0.01,2.08,183.49,0,22.5,43.9,-0.09,2.08,183.49,0
10,2,30,Day 10 02:30,12.75,22.8,12.5,1104.05,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,184.01,0,22.5,43.9,-0.09,2.08,184.01,0,23.1,43.9,0.01,2.08,184.01,0,22.5,43.9,-0.09,2.08,184.01,0,23.1,43.9,0.01,2.08,184.01,0,22.5,43.9,-0.09,2.08,184.01,0
10,2,45,Day 10 02:45,12.67,22.8,12.5,1107.18,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,184.53,0,22.5,43.9,-0.09,2.08,184.53,0,23.1,43.9,0.01,2.08,184.53,0,22.5,43.9,-0.09,2.08,184.53,0,23.1,43.9,0.01,2.08,184.53,0,22.5,43.9,-0.09,2.08,184.53,0
10,2,60,Day 10 02:60,12.6,22.8,12.5,1110.3,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,185.05,0,22.5,43.9,-0.09,2.08,185.05,0,23.1,43.9,0.01,2.08,185.05,0,22.5,43.9,-0.09,2.08,185.05,0,23.1,43.9,0.01,2.08,185.05,0,22.5,43.9,-0.09,2.08,185.05,0
10,3,15,Day 10 03:15,12.5,22.8,12.5,1113.43,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,185.57,0,22.5,43.9,-0.09,2.08,185.57,0,23.1,43.9,0.01,2.08,185.57,0,22.5,43.9,-0.09,2.08,185.57,0,23.1,43.9,0.01,2.08,185.57,0,22.5,43.9,-0.09,2.08,185.57,0
10,3,30,Day 10 03:30,12.4,22.8,12.5,1116.55,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,186.09,0,22.5,43.9,-0.09,2.08,186.09,0,23.1,43.9,0.01,2.08,186.09,0,22.5,43.9,-0.09,2.08,186.09,0,23.1,43.9,0.01,2.08,186.09,0,22.5,43.9,-0.09,2.08,186.09,0
10,3,45,Day 10 03:45,12.3,22.8,12.5,1119.68,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,186.61,0,22.5,43.9,-0.09,2.08,186.61,0,23.1,43.9,0.01,2.08,186.61,0,22.5,43.9,-0.09,2.08,186.61,0,23.1,43.9,0.01,2.08,186.61,0,22.5,43.9,-0.09,2.08,186.61,0
10,3,60,Day 10 03:60,12.2,22.8,12.5,1122.8,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,187.13,0,22.5,43.9,-0.09,2.08,187.13,0,23.1,43.9,0.01,2.08,187.13,0,22.5,43.9,-0.09,2.08,187.13,0,23.1,43.9,0.01,2.08,187.13,0,22.5,43.9,-0.09,2.08,187.13,0
10,4,15,Day 10 04:15,12.42,22.8,12.5,1125.93,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,187.65,0,22.5,43.9,-0.09,2.08,187.65,0,23.1,43.9,0.01,2.08,187.65,0,22.5,43.9,-0.09,2.08,187.65,0,23.1,43.9,0.01,2.08,187.65,0,22.5,43.9,-0.09,2.08,187.65,0
10,4,30,Day 10 04:30,12.65,22.8,12.5,1129.05,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,188.18,0,22.5,43.9,-0.09,2.08,188.18,0,23.1,43.9,0.01,2.08,188.18,0,22.5,43.9,-0.09,2.08,188.18,0,23.1,43.9,0.01,2.08,188.18,0,22.5,43.9,-0.09,2.08,188.18,0
10,4,45,Day 10 04:45,12.88,22.8,12.5,1132.18,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,188.7,0,22.5,43.9,-0.09,2.08,188.7,0,23.1,43.9,0.01,2.08,188.7,0,22.5,43.9,-0.09,2.08,188.7,0,23.1,43.9,0.01,2.08,188.7,0,22.5,43.9,-0.09,2.08,188.7,0
10,4,60,Day 10 04:60,13.1,22.8,12.5,1135.3,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,189.22,0,22.5,43.9,-0.09,2.08,189.22,0,23.1,43.9,0.01,2.08,189.22,0,22.5,43.9,-0.09,2.08,189.22,0,23.1,43.9,0.01,2.08,189.22,0,22.5,43.9,-0.09,2.08,189.22,0
10,5,15,Day 10 05:15,13.35,22.8,12.5,1138.43,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,189.74,0,22.5,43.9,-0.09,2.08,189.74,0,23.1,43.9,0.01,2.08,189.74,0,22.5,43.9,-0.09,2.08,189.74,0,23.1,43.9,0.01,2.08,189.74,0,22.5,43.9,-0.09,2.08,189.74,0
10,5,38,Day 10 05:38,13.6,22.8,12.5,1141.55,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,190.26,0,22.5,43.9,-0.09,2.08,190.26,0,23.1,43.9,0.01,2.08,190.26,0,22.5,43.9,-0.09,2.08,190.26,0,23.1,43.9,0.01,2.08,190.26,0,22.5,43.9,-0.09,2.08,190.26,0
10,5,53,Day 10 05:53,13.85,22.8,12.5,1144.68,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,190.78,0,22.5,43.9,-0.09,2.08,190.78,0,23.1,43.9,0.01,2.08,190.78,0,22.5,43.9,-0.09,2.08,190.78,0,23.1,43.9,0.01,2.08,190.78,0,22.5,43.9,-0.09,2.08,190.78,0
10,5,68,Day 10 05:68,14.1,22.8,12.5,1147.8,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,191.3,0,22.5,43.9,-0.09,2.08,191.3,0,23.1,43.9,0.01,2.08,191.3,0,22.5,43.9,-0.09,2.08,191.3,0,23.1,43.9,0.01,2.08,191.3,0,22.5,43.9,-0.09,2.08,191.3,0
10,6,23,Day 10 06:23,14.32,22.8,12.5,1150.93,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,191.82,0,22.5,43.9,-0.09,2.08,191.82,0,23.1,43.9,0.01,2.08,191.82,0,22.5,43.9,-0.09,2.08,191.82,0,23.1,43.9,0.01,2.08,191.82,0,22.5,43.9,-0.09,2.08,191.82,0
10,6,30,Day 10 06:30,14.55,22.8,12.5,1154.05,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,192.34,0,22.5,43.9,-0.09,2.08,192.34,0,23.1,43.9,0.01,2.08,192.34,0,22.5,43.9,-0.09,2.08,192.34,0,23.1,43.9,0.01,2.08,192.34,0,22.5,43.9,-0.09,2.08,192.34,0
10,6,45,Day 10 06:45,14.78,22.8,12.5,1157.18,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,192.86,0,22.5,43.9,-0.09,2.08,192.86,0,23.1,43.9,0.01,2.08,192.86,0,22.5,43.9,-0.09,2.08,192.86,0,23.1,43.9,0.01,2.08,192.86,0,22.5,43.9,-0.09,2.08,192.86,0
10,6,68,Day 10 06:68,15.0,22.8,12.5,1160.3,-0.04,False,0.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.08,193.38,0,22.5,43.9,-0.09,2.08,193.38,0,23.1,43.9,0.01,2.08,193.38,0,22.5,43.9,-0.09,2.08,193.38,0,23.1,43.9,0.01,2.08,193.38,0,22.5,43.9,-0.09,2.08,193.38,0
10,7,23,Day 10 07:23,15.47,22.8,14.3,1163.88,-0.04,False,15.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.38,193.98,0,22.5,43.9,-0.09,2.38,193.98,3,23.1,43.9,0.01,2.38,193.98,3,22.5,43.9,-0.09,2.38,193.98,3,23.1,43.9,0.01,2.38,193.98,3,22.5,43.9,-0.09,2.38,193.98,3
10,7,38,Day 10 07:38,15.95,22.8,14.3,1167.45,-0.04,False,15.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.38,194.58,0,22.5,43.9,-0.09,2.38,194.58,3,23.1,43.9,0.01,2.38,194.58,3,22.5,43.9,-0.09,2.38,194.58,3,23.1,43.9,0.01,2.38,194.58,3,22.5,43.9,-0.09,2.38,194.58,3
10,7,53,Day 10 07:53,16.42,22.8,14.3,1171.03,-0.04,False,15.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.38,195.17,0,22.5,43.9,-0.09,2.38,195.17,3,23.1,43.9,0.01,2.38,195.17,3,22.5,43.9,-0.09,2.38,195.17,3,23.1,43.9,0.01,2.38,195.17,3,22.5,43.9,-0.09,2.38,195.17,3
10,7,68,Day 10 07:68,16.9,22.8,14.3,1174.6,-0.04,False,15.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.38,195.77,0,22.5,43.9,-0.09,2.38,195.77,3,23.1,43.9,0.01,2.38,195.77,3,22.5,43.9,-0.09,2.38,195.77,3,23.1,43.9,0.01,2.38,195.77,3,22.5,43.9,-0.09,2.38,195.77,3
10,8,15,Day 10 08:15,17.35,22.8,17.9,1179.08,-0.04,False,45.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.98,196.51,0,22.5,43.9,-0.09,2.98,196.51,9,23.1,43.9,0.01,2.98,196.51,9,22.5,43.9,-0.09,2.98,196.51,9,23.1,43.9,0.01,2.98,196.51,9,22.5,43.9,-0.09,2.98,196.51,9
10,8,35,Day 10 08:35,17.8,22.8,17.9,1183.55,-0.04,False,45.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.98,197.26,0,22.5,43.9,-0.09,2.98,197.26,9,23.1,43.9,0.01,2.98,197.26,9,22.5,43.9,-0.09,2.98,197.26,9,23.1,43.9,0.01,2.98,197.26,9,22.5,43.9,-0.09,2.98,197.26,9
10,8,49,Day 10 08:49,18.25,22.8,17.9,1188.03,-0.04,False,45.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.98,198.0,0,22.5,43.9,-0.09,2.98,198.0,9,23.1,43.9,0.01,2.98,198.0,9,22.5,43.9,-0.09,2.98,198.0,9,23.1,43.9,0.01,2.98,198.0,9,22.5,43.9,-0.09,2.98,198.0,9
10,8,65,Day 10 08:65,18.7,22.8,17.9,1192.5,-0.04,False,45.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.98,198.75,0,22.5,43.9,-0.09,2.98,198.75,9,23.1,43.9,0.01,2.98,198.75,9,22.5,43.9,-0.09,2.98,198.75,9,23.1,43.9,0.01,2.98,198.75,9,22.5,43.9,-0.09,2.98,198.75,9
10,9,23,Day 10 09:23,19.17,22.8,17.9,1196.98,-0.04,False,45.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.98,199.5,0,22.5,43.9,-0.09,2.98,199.5,9,23.1,43.9,0.01,2.98,199.5,9,22.5,43.9,-0.09,2.98,199.5,9,23.1,43.9,0.01,2.98,199.5,9,22.5,43.9,-0.09,2.98,199.5,9
10,9,38,Day 10 09:38,19.65,22.8,17.9,1201.45,-0.04,False,45.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.98,200.24,0,22.5,43.9,-0.09,2.98,200.24,9,23.1,43.9,0.01,2.98,200.24,9,22.5,43.9,-0.09,2.98,200.24,9,23.1,43.9,0.01,2.98,200.24,9,22.5,43.9,-0.09,2.98,200.24,9
10,9,53,Day 10 09:53,20.12,22.8,17.9,1205.93,-0.04,False,45.0,23.0,20.0,Baseline,25.0,38.5,0.85,2.98,200.99,0,22.5,43.9,-0.09,2.98,200.99,9,23.1,43.9,0.01,2.98,200.99,9,22.5,43.9,-0.09,2.98,200.99,9,23.1,43.9,0.01,2.98,200.99,9,22.5,43.9,-0.09,2.98,200.99,9
