day,hour,minute,time_str,outdoor_temp,avg_indoor_temp,electric_power_kw,cumulative_kwh,avg_pmv,comfort_violated,total_occupancy,cooling_setpoint,heating_setpoint,run_mode
10,15,15,Day 10 15:15,23.35,22.99,19.4,1634.63,-0.0,False,45.0,23.0,20.0,Baseline
10,15,30,Day 10 15:30,22.8,22.91,17.9,1639.11,-0.02,False,45.0,23.0,20.0,Baseline
10,15,45,Day 10 15:45,22.25,22.84,17.9,1643.58,-0.04,False,45.0,23.0,20.0,Baseline
10,15,60,Day 10 15:60,21.7,22.8,17.9,1648.06,-0.04,False,45.0,23.0,20.0,Baseline
10,16,15,Day 10 16:15,21.55,22.8,17.9,1652.53,-0.04,False,45.0,23.0,20.0,Baseline
10,16,30,Day 10 16:30,21.4,22.8,17.9,1657.01,-0.04,False,45.0,23.0,20.0,Baseline
10,16,45,Day 10 16:45,21.25,22.8,17.9,1661.48,-0.04,False,45.0,23.0,20.0,Baseline
10,16,60,Day 10 16:60,21.1,22.8,17.9,1665.96,-0.04,False,45.0,23.0,20.0,Baseline
10,17,15,Day 10 17:15,21.1,22.8,17.9,1670.43,-0.04,False,45.0,23.0,20.0,Baseline
10,17,30,Day 10 17:30,21.1,22.8,17.9,1674.91,-0.04,False,45.0,23.0,20.0,Baseline
10,17,45,Day 10 17:45,21.1,22.8,17.9,1679.38,-0.04,False,45.0,23.0,20.0,Baseline
10,17,60,Day 10 17:60,21.1,22.8,17.9,1683.86,-0.04,False,45.0,23.0,20.0,Baseline
10,18,15,Day 10 18:15,21.25,22.8,14.3,1687.43,-0.04,False,15.0,23.0,20.0,Baseline
10,18,38,Day 10 18:38,21.4,22.8,14.3,1691.01,-0.04,False,15.0,23.0,20.0,Baseline
10,18,53,Day 10 18:53,21.55,22.8,14.3,1694.58,-0.04,False,15.0,23.0,20.0,Baseline
10,18,60,Day 10 18:60,21.7,22.8,14.3,1698.16,-0.04,False,15.0,23.0,20.0,Baseline
10,19,15,Day 10 19:15,21.55,22.8,12.5,1701.28,-0.04,False,0.0,23.0,20.0,Baseline
10,19,38,Day 10 19:38,21.4,22.8,12.5,1704.41,-0.04,False,0.0,23.0,20.0,Baseline
10,19,53,Day 10 19:53,21.25,22.8,12.5,1707.53,-0.04,False,0.0,23.0,20.0,Baseline
10,19,60,Day 10 19:60,21.1,22.8,12.5,1710.66,-0.04,False,0.0,23.0,20.0,Baseline
10,20,15,Day 10 20:15,21.1,22.8,12.5,1713.78,-0.04,False,0.0,23.0,20.0,Baseline
10,20,38,Day 10 20:38,21.1,22.8,12.5,1716.91,-0.04,False,0.0,23.0,20.0,Baseline
10,20,53,Day 10 20:53,21.1,22.8,12.5,1720.03,-0.04,False,0.0,23.0,20.0,Baseline
10,20,60,Day 10 20:60,21.1,22.8,12.5,1723.16,-0.04,False,0.0,23.0,20.0,Baseline
10,21,15,Day 10 21:15,21.25,22.8,12.5,1726.28,-0.04,False,0.0,23.0,20.0,Baseline
10,21,30,Day 10 21:30,21.4,22.8,12.5,1729.41,-0.04,False,0.0,23.0,20.0,Baseline
10,21,45,Day 10 21:45,21.55,22.8,12.5,1732.53,-0.04,False,0.0,23.0,20.0,Baseline
10,21,60,Day 10 21:60,21.7,22.8,12.5,1735.66,-0.04,False,0.0,23.0,20.0,Baseline
10,22,15,Day 10 22:15,21.55,22.8,12.5,1738.78,-0.04,False,0.0,23.0,20.0,Baseline
10,22,30,Day 10 22:30,21.4,22.8,12.5,1741.91,-0.04,False,0.0,23.0,20.0,Baseline
10,22,45,Day 10 22:45,21.25,22.8,12.5,1745.03,-0.04,False,0.0,23.0,20.0,Baseline
10,22,60,Day 10 22:60,21.1,22.8,12.5,1748.16,-0.04,False,0.0,23.0,20.0,Baseline
10,23,15,Day 10 23:15,20.98,22.8,12.5,1751.28,-0.04,False,0.0,23.0,20.0,Baseline
10,23,30,Day 10 23:30,20.85,22.8,12.5,1754.41,-0.04,False,0.0,23.0,20.0,Baseline
10,23,45,Day 10 23:45,20.73,22.8,12.5,1757.53,-0.04,False,0.0,23.0,20.0,Baseline
10,23,60,Day 10 23:60,20.6,22.8,12.5,1760.66,-0.04,False,0.0,23.0,20.0,Baseline
11,0,15,Day 11 00:15,20.6,22.8,12.5,1763.78,-0.04,False,0.0,23.0,20.0,Baseline
11,0,30,Day 11 00:30,20.6,22.8,12.5,1766.91,-0.04,False,0.0,23.0,20.0,Baseline
11,0,45,Day 11 00:45,20.6,22.8,12.5,1770.03,-0.04,False,0.0,23.0,20.0,Baseline
11,0,60,Day 11 00:60,20.6,22.8,12.5,1773.16,-0.04,False,0.0,23.0,20.0,Baseline
11,1,15,Day 11 01:15,20.6,22.8,12.5,1776.28,-0.04,False,0.0,23.0,20.0,Baseline
11,1,30,Day 11 01:30,20.6,22.8,12.5,1779.41,-0.04,False,0.0,23.0,20.0,Baseline
11,1,45,Day 11 01:45,20.6,22.8,12.5,1782.53,-0.04,False,0.0,23.0,20.0,Baseline
11,1,60,Day 11 01:60,20.6,22.8,12.5,1785.66,-0.04,False,0.0,23.0,20.0,Baseline
11,2,15,Day 11 02:15,20.6,22.8,12.5,1788.78,-0.04,False,0.0,23.0,20.0,Baseline
11,2,30,Day 11 02:30,20.6,22.8,12.5,1791.91,-0.04,False,0.0,23.0,20.0,Baseline
11,2,45,Day 11 02:45,20.6,22.8,12.5,1795.03,-0.04,False,0.0,23.0,20.0,Baseline
11,2,60,Day 11 02:60,20.6,22.8,12.5,1798.16,-0.04,False,0.0,23.0,20.0,Baseline
11,3,15,Day 11 03:15,20.6,22.8,12.5,1801.28,-0.04,False,0.0,23.0,20.0,Baseline
11,3,30,Day 11 03:30,20.6,22.8,12.5,1804.41,-0.04,False,0.0,23.0,20.0,Baseline
11,3,45,Day 11 03:45,20.6,22.8,12.5,1807.53,-0.04,False,0.0,23.0,20.0,Baseline
11,3,60,Day 11 03:60,20.6,22.8,12.5,1810.66,-0.04,False,0.0,23.0,20.0,Baseline
11,4,15,Day 11 04:15,20.6,22.8,12.5,1813.78,-0.04,False,0.0,23.0,20.0,Baseline
11,4,30,Day 11 04:30,20.6,22.8,12.5,1816.91,-0.04,False,0.0,23.0,20.0,Baseline
11,4,45,Day 11 04:45,20.6,22.8,12.5,1820.03,-0.04,False,0.0,23.0,20.0,Baseline
11,4,60,Day 11 04:60,20.6,22.8,12.5,1823.16,-0.04,False,0.0,23.0,20.0,Baseline
11,5,15,Day 11 05:15,20.6,22.8,12.5,1826.28,-0.04,False,0.0,23.0,20.0,Baseline
11,5,30,Day 11 05:30,20.6,22.8,12.5,1829.41,-0.04,False,0.0,23.0,20.0,Baseline
11,5,45,Day 11 05:45,20.6,22.8,12.5,1832.53,-0.04,False,0.0,23.0,20.0,Baseline
11,5,60,Day 11 05:60,20.6,22.8,12.5,1835.66,-0.04,False,0.0,23.0,20.0,Baseline
11,6,15,Day 11 06:15,20.73,22.8,12.5,1838.78,-0.04,False,0.0,23.0,20.0,Baseline
11,6,30,Day 11 06:30,20.85,22.8,12.5,1841.91,-0.04,False,0.0,23.0,20.0,Baseline
11,6,45,Day 11 06:45,20.98,22.8,12.5,1845.03,-0.04,False,0.0,23.0,20.0,Baseline
11,6,60,Day 11 06:60,21.1,22.8,12.5,1848.16,-0.04,False,0.0,23.0,20.0,Baseline
11,7,15,Day 11 07:15,21.25,22.8,14.3,1851.73,-0.04,False,15.0,23.0,20.0,Baseline
11,7,30,Day 11 07:30,21.4,22.8,14.3,1855.31,-0.04,False,15.0,23.0,20.0,Baseline
11,7,45,Day 11 07:45,21.55,22.8,14.3,1858.88,-0.04,False,15.0,23.0,20.0,Baseline
11,7,60,Day 11 07:60,21.7,22.8,14.3,1862.46,-0.04,False,15.0,23.0,20.0,Baseline
11,8,15,Day 11 08:15,21.7,22.8,17.9,1866.93,-0.04,False,45.0,23.0,20.0,Baseline
11,8,30,Day 11 08:30,21.7,22.8,17.9,1871.41,-0.04,False,45.0,23.0,20.0,Baseline
11,8,45,Day 11 08:45,21.7,22.8,17.9,1875.88,-0.04,False,45.0,23.0,20.0,Baseline
11,8,60,Day 11 08:60,21.7,22.8,17.9,1880.36,-0.04,False,45.0,23.0,20.0,Baseline
11,9,15,Day 11 09:15,21.82,22.8,17.9,1884.83,-0.04,False,45.0,23.0,20.0,Baseline
11,9,30,Day 11 09:30,21.95,22.8,17.9,1889.31,-0.04,False,45.0,23.0,20.0,Baseline
11,9,45,Day 11 09:45,22.07,22.81,17.9,1893.78,-0.04,False,45.0,23.0,20.0,Baseline
11,9,60,Day 11 09:60,22.2,22.83,17.9,1898.26,-0.04,False,45.0,23.0,20.0,Baseline
11,10,15,Day 11 10:15,22.2,22.83,17.9,1902.73,-0.04,False,45.0,23.0,20.0,Baseline
11,10,30,Day 11 10:30,22.2,22.83,17.9,1907.21,-0.04,False,45.0,23.0,20.0,Baseline
11,10,45,Day 11 10:45,22.2,22.83,17.9,1911.68,-0.04,False,45.0,23.0,20.0,Baseline
11,10,60,Day 11 10:60,22.2,22.83,17.9,1916.16,-0.04,False,45.0,23.0,20.0,Baseline
11,11,15,Day 11 11:15,22.35,22.85,17.9,1920.63,-0.03,False,45.0,23.0,20.0,Baseline
11,11,30,Day 11 11:30,22.5,22.87,17.9,1925.11,-0.03,False,45.0,23.0,20.0,Baseline
11,11,45,Day 11 11:45,22.65,22.89,17.9,1929.58,-0.02,False,45.0,23.0,20.0,Baseline
11,11,60,Day 11 11:60,22.8,22.91,17.9,1934.06,-0.02,False,45.0,23.0,20.0,Baseline
11,12,15,Day 11 12:15,22.93,22.93,17.9,1938.53,-0.02,False,45.0,23.0,20.0,Baseline
11,12,30,Day 11 12:30,23.05,22.95,18.12,1943.06,-0.01,False,45.0,23.0,20.0,Baseline
11,12,45,Day 11 12:45,23.18,22.96,18.65,1947.73,-0.01,False,45.0,23.0,20.0,Baseline
11,12,60,Day 11 12:60,23.3,22.98,19.19,1952.52,-0.0,False,45.0,23.0,20.0,Baseline
11,13,15,Day 11 13:15,23.45,23.0,19.84,1957.48,0.0,False,45.0,23.0,20.0,Baseline
11,13,30,Day 11 13:30,23.6,23.02,20.48,1962.6,0.01,False,45.0,23.0,20.0,Baseline
11,13,45,Day 11 13:45,23.75,23.05,21.12,1967.88,0.01,False,45.0,23.0,20.0,Baseline
11,13,60,Day 11 13:60,23.9,23.07,21.77,1973.33,0.01,False,45.0,23.0,20.0,Baseline
11,14,15,Day 11 14:15,24.02,23.08,22.31,1978.9,0.02,False,45.0,23.0,20.0,Baseline
11,14,30,Day 11 14:30,24.15,23.1,22.84,1984.61,0.02,False,45.0,23.0,20.0,Baseline
11,14,45,Day 11 14:45,24.27,23.12,23.38,1990.46,0.03,False,45.0,23.0,20.0,Baseline
11,14,60,Day 11 14:60,24.4,23.14,23.92,1996.44,0.03,False,45.0,23.0,20.0,Baseline
11,15,15,Day 11 15:15,24.7,23.18,25.21,2002.74,0.04,False,45.0,23.0,20.0,Baseline
11,15,38,Day 11 15:38,25.0,23.22,26.5,2009.37,0.05,False,45.0,23.0,20.0,Baseline
11,15,53,Day 11 15:53,25.3,23.26,27.79,2016.31,0.06,False,45.0,23.0,20.0,Baseline
11,15,68,Day 11 15:68,25.6,23.3,29.08,2023.58,0.07,False,45.0,23.0,20.0,Baseline
11,16,23,Day 11 16:23,25.6,23.3,29.08,2030.85,0.07,False,45.0,23.0,20.0,Baseline
11,16,30,Day 11 16:30,25.6,23.3,29.08,2038.12,0.07,False,45.0,23.0,20.0,Baseline
11,16,45,Day 11 16:45,25.6,23.3,29.08,2045.39,0.07,False,45.0,23.0,20.0,Baseline
11,16,60,Day 11 16:60,25.6,23.3,29.08,2052.66,0.07,False,45.0,23.0,20.0,Baseline
11,17,15,Day 11 17:15,25.6,23.3,29.08,2059.93,0.07,False,45.0,23.0,20.0,Baseline
11,17,30,Day 11 17:30,25.6,23.3,29.08,2067.2,0.07,False,45.0,23.0,20.0,Baseline
11,17,45,Day 11 17:45,25.6,23.3,29.08,2074.47,0.07,False,45.0,23.0,20.0,Baseline
11,17,60,Day 11 17:60,25.6,23.3,29.08,2081.74,0.07,False,45.0,23.0,20.0,Baseline
11,18,15,Day 11 18:15,25.45,23.28,24.84,2087.95,0.06,False,15.0,23.0,20.0,Baseline
11,18,38,Day 11 18:38,25.3,23.26,24.19,2094.0,0.06,False,15.0,23.0,20.0,Baseline
11,18,53,Day 11 18:53,25.15,23.24,23.54,2099.89,0.05,False,15.0,23.0,20.0,Baseline
11,18,68,Day 11 18:68,25.0,23.22,22.9,2105.61,0.05,False,15.0,23.0,20.0,Baseline
11,19,23,Day 11 19:23,24.85,23.2,20.46,2110.73,0.04,False,0.0,23.0,20.0,Baseline
11,19,38,Day 11 19:38,24.7,23.18,19.81,2115.68,0.04,False,0.0,23.0,20.0,Baseline
11,19,53,Day 11 19:53,24.55,23.16,19.16,2120.47,0.03,False,0.0,23.0,20.0,Baseline
11,19,68,Day 11 19:68,24.4,23.14,18.52,2125.1,0.03,False,0.0,23.0,20.0,Baseline
11,20,15,Day 11 20:15,24.27,23.12,14.41,2128.7,0.03,False,0.0,23.0,20.0,Baseline
11,20,30,Day 11 20:30,24.15,23.1,14.22,2132.26,0.02,False,0.0,23.0,20.0,Baseline
11,20,45,Day 11 20:45,24.02,23.08,14.04,2135.77,0.02,False,0.0,23.0,20.0,Baseline
11,20,60,Day 11 20:60,23.9,23.07,13.85,2139.23,0.01,False,0.0,23.0,20.0,Baseline
11,21,15,Day 11 21:15,23.75,23.05,13.62,2142.64,0.01,False,0.0,23.0,20.0,Baseline
11,21,30,Day 11 21:30,23.6,23.02,13.4,2145.99,0.01,False,0.0,23.0,20.0,Baseline
11,21,45,Day 11 21:45,23.45,23.0,13.18,2149.28,0.0,False,0.0,23.0,20.0,Baseline
11,21,60,Day 11 21:60,23.3,22.98,12.95,2152.52,-0.0,False,0.0,23.0,20.0,Baseline
11,22,15,Day 11 22:15,22.75,22.91,12.5,2155.64,-0.02,False,0.0,23.0,20.0,Baseline
11,22,30,Day 11 22:30,22.2,22.83,12.5,2158.77,-0.04,False,0.0,23.0,20.0,Baseline
11,22,45,Day 11 22:45,21.65,22.8,12.5,2161.89,-0.04,False,0.0,23.0,20.0,Baseline
11,22,60,Day 11 22:60,21.1,22.8,12.5,2165.02,-0.04,False,0.0,23.0,20.0,Baseline
11,23,15,Day 11 23:15,21.38,22.8,12.5,2168.14,-0.04,False,0.0,23.0,20.0,Baseline
11,23,30,Day 11 23:30,21.65,22.8,12.5,2171.27,-0.04,False,0.0,23.0,20.0,Baseline
11,23,45,Day 11 23:45,21.92,22.8,12.5,2174.39,-0.04,False,0.0,23.0,20.0,Baseline
11,23,60,Day 11 23:60,22.2,22.83,12.5,2177.52,-0.04,False,0.0,23.0,20.0,Baseline
12,0,15,Day 12 00:15,22.07,22.81,12.5,2180.64,-0.04,False,0.0,23.0,20.0,Baseline
12,0,30,Day 12 00:30,21.95,22.8,12.5,2183.77,-0.04,False,0.0,23.0,20.0,Baseline
12,0,45,Day 12 00:45,21.82,22.8,12.5,2186.89,-0.04,False,0.0,23.0,20.0,Baseline
12,0,60,Day 12 00:60,21.7,22.8,12.5,2190.02,-0.04,False,0.0,23.0,20.0,Baseline
12,1,15,Day 12 01:15,21.27,22.8,12.5,2193.14,-0.04,False,0.0,23.0,20.0,Baseline
12,1,30,Day 12 01:30,20.85,22.8,12.5,2196.27,-0.04,False,0.0,23.0,20.0,Baseline
12,1,45,Day 12 01:45,20.43,22.8,12.5,2199.39,-0.04,False,0.0,23.0,20.0,Baseline
12,1,60,Day 12 01:60,20.0,22.8,12.5,2202.52,-0.04,False,0.0,23.0,20.0,Baseline
12,2,15,Day 12 02:15,19.85,22.8,12.5,2205.64,-0.04,False,0.0,23.0,20.0,Baseline
12,2,30,Day 12 02:30,19.7,22.8,12.5,2208.77,-0.04,False,0.0,23.0,20.0,Baseline
12,2,45,Day 12 02:45,19.55,22.8,12.5,2211.89,-0.04,False,0.0,23.0,20.0,Baseline
12,2,60,Day 12 02:60,19.4,22.8,12.5,2215.02,-0.04,False,0.0,23.0,20.0,Baseline
12,3,15,Day 12 03:15,19.27,22.8,12.5,2218.14,-0.04,False,0.0,23.0,20.0,Baseline
12,3,30,Day 12 03:30,19.15,22.8,12.5,2221.27,-0.04,False,0.0,23.0,20.0,Baseline
12,3,45,Day 12 03:45,19.02,22.8,12.5,2224.39,-0.04,False,0.0,23.0,20.0,Baseline
12,3,60,Day 12 03:60,18.9,22.8,12.5,2227.52,-0.04,False,0.0,23.0,20.0,Baseline
12,4,15,Day 12 04:15,19.02,22.8,12.5,2230.64,-0.04,False,0.0,23.0,20.0,Baseline
12,4,30,Day 12 04:30,19.15,22.8,12.5,2233.77,-0.04,False,0.0,23.0,20.0,Baseline
12,4,45,Day 12 04:45,19.27,22.8,12.5,2236.89,-0.04,False,0.0,23.0,20.0,Baseline
12,4,60,Day 12 04:60,19.4,22.8,12.5,2240.02,-0.04,False,0.0,23.0,20.0,Baseline
12,5,15,Day 12 05:15,19.7,22.8,12.5,2243.14,-0.04,False,0.0,23.0,20.0,Baseline
12,5,30,Day 12 05:30,20.0,22.8,12.5,2246.27,-0.04,False,0.0,23.0,20.0,Baseline
12,5,45,Day 12 05:45,20.3,22.8,12.5,2249.39,-0.04,False,0.0,23.0,20.0,Baseline
12,5,60,Day 12 05:60,20.6,22.8,12.5,2252.52,-0.04,False,0.0,23.0,20.0,Baseline
12,6,15,Day 12 06:15,20.73,22.8,12.5,2255.64,-0.04,False,0.0,23.0,20.0,Baseline
12,6,30,Day 12 06:30,20.85,22.8,12.5,2258.77,-0.04,False,0.0,23.0,20.0,Baseline
12,6,45,Day 12 06:45,20.98,22.8,12.5,2261.89,-0.04,False,0.0,23.0,20.0,Baseline
12,6,60,Day 12 06:60,21.1,22.8,12.5,2265.02,-0.04,False,0.0,23.0,20.0,Baseline
12,7,15,Day 12 07:15,21.38,22.8,14.3,2268.59,-0.04,False,15.0,23.0,20.0,Baseline
12,7,30,Day 12 07:30,21.65,22.8,14.3,2272.17,-0.04,False,15.0,23.0,20.0,Baseline
12,7,45,Day 12 07:45,21.92,22.8,14.3,2275.74,-0.04,False,15.0,23.0,20.0,Baseline
12,7,60,Day 12 07:60,22.2,22.83,14.3,2279.32,-0.04,False,15.0,23.0,20.0,Baseline
12,8,15,Day 12 08:15,22.07,22.81,17.9,2283.79,-0.04,False,45.0,23.0,20.0,Baseline
12,8,30,Day 12 08:30,21.95,22.8,17.9,2288.27,-0.04,False,45.0,23.0,20.0,Baseline
12,8,45,Day 12 08:45,21.82,22.8,17.9,2292.74,-0.04,False,45.0,23.0,20.0,Baseline
12,8,60,Day 12 08:60,21.7,22.8,17.9,2297.22,-0.04,False,45.0,23.0,20.0,Baseline
12,9,15,Day 12 09:15,22.25,22.84,17.9,2301.69,-0.04,False,45.0,23.0,20.0,Baseline
12,9,30,Day 12 09:30,22.8,22.91,17.9,2306.17,-0.02,False,45.0,23.0,20.0,Baseline
12,9,53,Day 12 09:53,23.35,22.99,19.4,2311.02,-0.0,False,45.0,23.0,20.0,Baseline
12,9,60,Day 12 09:60,23.9,23.07,21.77,2316.46,0.01,False,45.0,23.0,20.0,Baseline
12,10,15,Day 12 10:15,24.17,23.1,22.95,2322.2,0.02,False,45.0,23.0,20.0,Baseline
12,10,30,Day 12 10:30,24.45,23.14,24.13,2328.23,0.03,False,45.0,23.0,20.0,Baseline
12,10,45,Day 12 10:45,24.73,23.18,25.32,2334.56,0.04,False,45.0,23.0,20.0,Baseline
12,10,60,Day 12 10:60,25.0,23.22,26.5,2341.19,0.05,False,45.0,23.0,20.0,Baseline
12,11,15,Day 12 11:15,24.85,23.2,25.86,2347.65,0.04,False,45.0,23.0,20.0,Baseline
12,11,30,Day 12 11:30,24.7,23.18,25.21,2353.95,0.04,False,45.0,23.0,20.0,Baseline
12,11,45,Day 12 11:45,24.55,23.16,24.56,2360.1,0.03,False,45.0,23.0,20.0,Baseline
12,11,60,Day 12 11:60,24.4,23.14,23.92,2366.08,0.03,False,45.0,23.0,20.0,Baseline
12,12,15,Day 12 12:15,24.7,23.18,25.21,2372.38,0.04,False,45.0,23.0,20.0,Baseline
12,12,30,Day 12 12:30,25.0,23.22,26.5,2379.0,0.05,False,45.0,23.0,20.0,Baseline
12,12,45,Day 12 12:45,25.3,23.26,27.79,2385.95,0.06,False,45.0,23.0,20.0,Baseline
12,12,60,Day 12 12:60,25.6,23.3,29.08,2393.22,0.07,False,45.0,23.0,20.0,Baseline
12,13,15,Day 12 13:15,25.88,23.34,30.26,2400.79,0.08,False,45.0,23.0,20.0,Baseline
12,13,30,Day 12 13:30,26.15,23.38,31.44,2408.65,0.08,False,45.0,23.0,20.0,Baseline
12,13,45,Day 12 13:45,26.42,23.42,32.63,2416.8,0.09,False,45.0,23.0,20.0,Baseline
12,13,60,Day 12 13:60,26.7,23.46,33.81,2425.26,0.1,False,45.0,23.0,20.0,Baseline
12,14,15,Day 12 14:15,26.97,23.5,34.99,2434.01,0.11,False,45.0,23.0,20.0,Baseline
12,14,38,Day 12 14:38,27.25,23.54,36.17,2443.05,0.12,False,45.0,23.0,20.0,Baseline
12,14,53,Day 12 14:53,27.53,23.57,37.36,2452.39,0.13,False,45.0,23.0,20.0,Baseline
12,14,60,Day 12 14:60,27.8,23.61,38.54,2462.02,0.13,False,45.0,23.0,20.0,Baseline
12,15,15,Day 12 15:15,27.53,23.57,37.36,2471.36,0.13,False,45.0,23.0,20.0,Baseline
12,15,30,Day 12 15:30,27.25,23.54,36.17,2480.41,0.12,False,45.0,23.0,20.0,Baseline
12,15,53,Day 12 15:53,26.97,23.5,34.99,2489.15,0.11,False,45.0,23.0,20.0,Baseline
12,15,60,Day 12 15:60,26.7,23.46,33.81,2497.61,0.1,False,45.0,23.0,20.0,Baseline
12,16,15,Day 12 16:15,26.7,23.46,33.81,2506.06,0.1,False,45.0,23.0,20.0,Baseline
12,16,30,Day 12 16:30,26.7,23.46,33.81,2514.51,0.1,False,45.0,23.0,20.0,Baseline
12,16,53,Day 12 16:53,26.7,23.46,33.81,2522.96,0.1,False,45.0,23.0,20.0,Baseline
12,16,60,Day 12 16:60,26.7,23.46,33.81,2531.42,0.1,False,45.0,23.0,20.0,Baseline
12,17,15,Day 12 17:15,26.55,23.44,33.16,2539.71,0.1,False,45.0,23.0,20.0,Baseline
12,17,30,Day 12 17:30,26.4,23.42,32.52,2547.84,0.09,False,45.0,23.0,20.0,Baseline
12,17,45,Day 12 17:45,26.25,23.39,31.88,2555.81,0.09,False,45.0,23.0,20.0,Baseline
12,17,60,Day 12 17:60,26.1,23.37,31.23,2563.61,0.08,False,45.0,23.0,20.0,Baseline
12,18,15,Day 12 18:15,25.83,23.34,26.45,2570.23,0.07,False,15.0,23.0,20.0,Baseline
12,18,30,Day 12 18:30,25.55,23.3,25.27,2576.54,0.07,False,15.0,23.0,20.0,Baseline
12,18,53,Day 12 18:53,25.27,23.26,24.08,2582.56,0.06,False,15.0,23.0,20.0,Baseline
12,18,60,Day 12 18:60,25.0,23.22,22.9,2588.29,0.05,False,15.0,23.0,20.0,Baseline
12,19,15,Day 12 19:15,24.85,23.2,20.46,2593.4,0.04,False,0.0,23.0,20.0,Baseline
12,19,38,Day 12 19:38,24.7,23.18,19.81,2598.35,0.04,False,0.0,23.0,20.0,Baseline
12,19,53,Day 12 19:53,24.55,23.16,19.16,2603.15,0.03,False,0.0,23.0,20.0,Baseline
12,19,68,Day 12 19:68,24.4,23.14,18.52,2607.78,0.03,False,0.0,23.0,20.0,Baseline
12,20,15,Day 12 20:15,24.27,23.12,14.41,2611.38,0.03,False,0.0,23.0,20.0,Baseline
12,20,30,Day 12 20:30,24.15,23.1,14.22,2614.94,0.02,False,0.0,23.0,20.0,Baseline
12,20,45,Day 12 20:45,24.02,23.08,14.04,2618.44,0.02,False,0.0,23.0,20.0,Baseline
12,20,60,Day 12 20:60,23.9,23.07,13.85,2621.91,0.01,False,0.0,23.0,20.0,Baseline
12,21,15,Day 12 21:15,23.75,23.05,13.62,2625.31,0.01,False,0.0,23.0,20.0,Baseline
12,21,30,Day 12 21:30,23.6,23.02,13.4,2628.66,0.01,False,0.0,23.0,20.0,Baseline
12,21,45,Day 12 21:45,23.45,23.0,13.18,2631.96,0.0,False,0.0,23.0,20.0,Baseline
12,21,60,Day 12 21:60,23.3,22.98,12.95,2635.19,-0.0,False,0.0,23.0,20.0,Baseline
12,22,15,Day 12 22:15,23.3,22.98,12.95,2638.43,-0.0,False,0.0,23.0,20.0,Baseline
12,22,30,Day 12 22:30,23.3,22.98,12.95,2641.67,-0.0,False,0.0,23.0,20.0,Baseline
12,22,45,Day 12 22:45,23.3,22.98,12.95,2644.91,-0.0,False,0.0,23.0,20.0,Baseline
12,22,60,Day 12 22:60,23.3,22.98,12.95,2648.14,-0.0,False,0.0,23.0,20.0,Baseline
12,23,15,Day 12 23:15,23.03,22.94,12.54,2651.28,-0.01,False,0.0,23.0,20.0,Baseline
12,23,30,Day 12 23:30,22.75,22.91,12.5,2654.4,-0.02,False,0.0,23.0,20.0,Baseline
12,23,45,Day 12 23:45,22.47,22.87,12.5,2657.53,-0.03,False,0.0,23.0,20.0,Baseline
12,23,60,Day 12 23:60,22.2,22.83,12.5,2660.65,-0.04,False,0.0,23.0,20.0,Baseline
